marcEntry,callNumber,itemID,library,location
Persona [videorecording (DVD)] / en film av Ingmar Bergman ; Svensk Filmindustri.,W DVD 1884,0201607988247,Lincoln Center--Quinn Library,AV
The Phenix City story [videorecording (DVD)] : Dial 1119.,"W DVD 10,984 DISC 2",0201609492875,Lincoln Center--Quinn Library,AV
The Phenix City story [videorecording (DVD)] : Dial 1119.,"W DVD 10,984 DISC 2",0201609032515,Lincoln Center--Quinn Library,AV
The Pink panther [videorecording (DVD)] / Mirisch Company presents a Blake Edwards production ; United Artists ; produced by Martin Jurow ; directed by Blake Edwards ; written by Maurice Richlin and Blake Edwards.,W DVD 2587 V.1,0201606988339,Lincoln Center--Quinn Library,AV
The Pink Panther film collection [videorecording (DVD)] / Blake Edwards.,W DVD 2587 V.1,1201500178390,Lincoln Center--Quinn Library,AV
"Pirates of the Caribbean, dead man's chest [videorecording (DVD)] / Walt Disney Pictures presents, Jerry Bruckheimer Films ; Second Mate Productions ; produced by Jerry Bruckheimer ; written by Ted Elliott & Terry Rossio ; directed by Gore Verbinski.",W DVD 5656 V.1,0201607688763,Lincoln Center--Quinn Library,AV
"Pirates of the Caribbean, dead man's chest [videorecording (DVD)] / Walt Disney Pictures presents, Jerry Bruckheimer Films ; Second Mate Productions ; produced by Jerry Bruckheimer ; written by Ted Elliott & Terry Rossio ; directed by Gore Verbinski.",W DVD 5656 V.1,0201606327041,Lincoln Center--Quinn Library,AV
"Pirates of the Caribbean [videorecording (DVD)] : the curse of the Black Pearl / Walt Disney Pictures presents in association with Jerry Bruckheimer Films, a Gore Verbinski film ; produced by Jerry Bruckheimer ; screenplay by Ted Elliott & Terry Rossio ; directed by Gore Verbinski.",W DVD 1189 V.1,0201606307167,Lincoln Center--Quinn Library,AV
"Pirates of the Caribbean [videorecording (DVD)] : the curse of the Black Pearl / Walt Disney Pictures presents in association with Jerry Bruckheimer Films, a Gore Verbinski film ; produced by Jerry Bruckheimer ; screenplay by Ted Elliott & Terry Rossio ; directed by Gore Verbinski.",W DVD 1189 V.1,0201606326845,Lincoln Center--Quinn Library,AV
"Pirates of the Caribbean [videorecording (DVD)] : the curse of the Black Pearl / Walt Disney Pictures presents in association with Jerry Bruckheimer Films, a Gore Verbinski film ; produced by Jerry Bruckheimer ; screenplay by Ted Elliott & Terry Rossio ; directed by Gore Verbinski.",W DVD 1189 V.2,0201606307175,Lincoln Center--Quinn Library,AV
"Pirates of the Caribbean [videorecording (DVD)] : the curse of the Black Pearl / Walt Disney Pictures presents in association with Jerry Bruckheimer Films, a Gore Verbinski film ; produced by Jerry Bruckheimer ; screenplay by Ted Elliott & Terry Rossio ; directed by Gore Verbinski.",W DVD 1189 V.2,0201606326837,Lincoln Center--Quinn Library,AV
"Piñero [videorecording (DVD)] / Miramax Films and GreenStreet Films presents a GreenStreet production in association with Lower East Side Films, a Leon Ichaso film ; producers, John Penotti, Fisher Stevens, Tim Williams ; written & directed by Leon Ichaso.",W DVD 622,0201606607749,Lincoln Center--Quinn Library,AV
"Piñero [videorecording (DVD)] / Miramax Films and GreenStreet Films presents a GreenStreet production in association with Lower East Side Films, a Leon Ichaso film ; producers, John Penotti, Fisher Stevens, Tim Williams ; written & directed by Leon Ichaso.",W DVD 622,0201607689142,Lincoln Center--Quinn Library,AV
"A place at the table [videorecording (DVD)] / produced by Julie Goldman ... [et al.] ; directed by Kristi Jacobson, Lori Silverbush.","W DVD 13,450",0201609425792,Lincoln Center--Quinn Library,AV
"A place at the table [videorecording (DVD)] / produced by Julie Goldman ... [et al.] ; directed by Kristi Jacobson, Lori Silverbush.","W DVD 13,450",0201609431618,Lincoln Center--Quinn Library,AV
"Plan 9 from outer space [videorecording (DVD)]/ Reynolds Pictures, Inc. ; producer, director, writer, Edward D. Wood, Jr.",W DVD 516,0201605475049,Lincoln Center--Quinn Library,AV
"Plan 9 from outer space [videorecording (DVD)]/ Reynolds Pictures, Inc. ; producer, director, writer, Edward D. Wood, Jr.",W DVD 516,0201608266700,Lincoln Center--Quinn Library,AV
Planet Earth. The complete series [videorecording (DVD)] / 2 entertain.,W DVD 6295 2007 V.1,0201607861733,Lincoln Center--Quinn Library,AV
Planet Earth. The complete series [videorecording (DVD)] / 2 entertain.,W DVD 6295 2007 V.1,0201608105932,Lincoln Center--Quinn Library,AV
Planet Earth. The complete series [videorecording (DVD)] / 2 entertain.,W DVD 6295 2007 V.2,0201607861741,Lincoln Center--Quinn Library,AV
Planet Earth. The complete series [videorecording (DVD)] / 2 entertain.,W DVD 6295 2007 V.2,0201608105940,Lincoln Center--Quinn Library,AV
Planet Earth. The complete series [videorecording (DVD)] / 2 entertain.,W DVD 6295 2007 V.3,0201606328536,Lincoln Center--Quinn Library,AV
Planet Earth. The complete series [videorecording (DVD)] / 2 entertain.,W DVD 6295 2007 V.3,0201608105957,Lincoln Center--Quinn Library,AV
Planet Earth. The complete series [videorecording (DVD)] / 2 entertain.,W DVD 6295 2007 V.4,0201606328528,Lincoln Center--Quinn Library,AV
Planet Earth. The complete series [videorecording (DVD)] / 2 entertain.,W DVD 6295 2007 V.4,0201608105965,Lincoln Center--Quinn Library,AV
Planet Earth. The complete series [videorecording (DVD)] / 2 entertain.,W DVD 6295 2007 V.5,0201606328544,Lincoln Center--Quinn Library,AV
Planet Earth. The complete series [videorecording (DVD)] / 2 entertain.,W DVD 6295 2007 V.5,0201608105973,Lincoln Center--Quinn Library,AV
"Playtime [videorecording (DVD)] / une production Specta Films ; Bernard Maurice ; administrateur de production, Michel Chauvin ; un film de Jacques Tati ; scénario original de Jacques Tati ; avec la collaboration artistique de Jacques Lagrange ; dialogue anglais de Art Buchwald.",W DVD 5335 V.1,0201607499757,Lincoln Center--Quinn Library,AV
"Playtime [videorecording (DVD)] / une production Specta Films ; Bernard Maurice ; administrateur de production, Michel Chauvin ; un film de Jacques Tati ; scénario original de Jacques Tati ; avec la collaboration artistique de Jacques Lagrange ; dialogue anglais de Art Buchwald.",W DVD 5335 V.1,0201608368126,Lincoln Center--Quinn Library,AV
"Playtime [videorecording (DVD)] / une production Specta Films ; Bernard Maurice ; administrateur de production, Michel Chauvin ; un film de Jacques Tati ; scénario original de Jacques Tati ; avec la collaboration artistique de Jacques Lagrange ; dialogue anglais de Art Buchwald.",W DVD 5335 V.2,0201607499765,Lincoln Center--Quinn Library,AV
"Playtime [videorecording (DVD)] / une production Specta Films ; Bernard Maurice ; administrateur de production, Michel Chauvin ; un film de Jacques Tati ; scénario original de Jacques Tati ; avec la collaboration artistique de Jacques Lagrange ; dialogue anglais de Art Buchwald.",W DVD 5335 V.2,0201608368134,Lincoln Center--Quinn Library,AV
"Pollock [videorecording (DVD)] / Sony Pictures Classics ; Peter M. Brant and Joseph Allen in association with Ed Harris and Fred Berner Films present a Brant-Allen Films production ; directed by Ed Harris ; screenplay by Barbara Turner and Susan J. Emshwiller ; produced by Fred Berner, Ed Harris, Jon Kilik.",W DVD 4709,0201607506569,Lincoln Center--Quinn Library,AV
"Pollock [videorecording (DVD)] / Sony Pictures Classics ; Peter M. Brant and Joseph Allen in association with Ed Harris and Fred Berner Films present a Brant-Allen Films production ; directed by Ed Harris ; screenplay by Barbara Turner and Susan J. Emshwiller ; produced by Fred Berner, Ed Harris, Jon Kilik.",W DVD 4709,0201609171867,Lincoln Center--Quinn Library,AV
"Pope John Paul II [videorecording (DVD)] / St. Clair Entertainment Group, Inc. ; produced by Sherman Heinig.",W DVD 2447,0201606885683,Lincoln Center--Quinn Library,AV
"Pope John Paul II [videorecording (DVD)] / St. Clair Entertainment Group, Inc. ; produced by Sherman Heinig.",W DVD 2447,0201609114636,Lincoln Center--Quinn Library,AV
"Possessed [videorecording (DVD)] / Warner Bros. Pictures, Inc. ; a Warner Bros.-First National picture ; produced by Jerry Wald ; screenplay by Silvia Richards and Ranald MacDougall ; based upon a story by Rita Weiman ; directed by Curtis Bernhardt.",W DVD 3941,0201607199357,Lincoln Center--Quinn Library,AV
"Possessed [videorecording (DVD)] / Warner Bros. Pictures, Inc. ; a Warner Bros.-First National picture ; produced by Jerry Wald ; screenplay by Silvia Richards and Ranald MacDougall ; based upon a story by Rita Weiman ; directed by Curtis Bernhardt.",W DVD 3941,0201607424284,Lincoln Center--Quinn Library,AV
"Power and terror [videorecording (DVD)] : Noam Chomsky in our times / a film by John Junkerman ; a Siglo production, Tokyo, Japan ; producer, Yamagami Tetsujiro ; directed by John Junkerman.",W DVD 1552,0201606611444,Lincoln Center--Quinn Library,AV
"Power and terror [videorecording (DVD)] : Noam Chomsky in our times / a film by John Junkerman ; a Siglo production, Tokyo, Japan ; producer, Yamagami Tetsujiro ; directed by John Junkerman.",W DVD 1552,0201607147307,Lincoln Center--Quinn Library,AV
"Powwow highway [videorecording (DVD)] / Handmade Films ; executive producers, George Harrison & Denis O'Brien ; written by Janet Heaney and Jean Stawarz ; produced by Jan Wieringa ; directed by Jonathan Wacks.",W DVD 1737,0201606716474,Lincoln Center--Quinn Library,AV
"Powwow highway [videorecording (DVD)] / Handmade Films ; executive producers, George Harrison & Denis O'Brien ; written by Janet Heaney and Jean Stawarz ; produced by Jan Wieringa ; directed by Jonathan Wacks.",W DVD 1737,0201608540054,Lincoln Center--Quinn Library,AV
"Pretty woman [videorecording (DVD)] / Touchstone Pictures in association with Silver Screen Partners IV ; an Arnon Milchan production ; a Garry Marshall film ; written by J.F. Lawton ; produced by Arnon Milchan, Steven Reuther ; directed by Garry Marshall.",W DVD 284 2005,0201609164904,Lincoln Center--Quinn Library,AV
"Pretty woman [videorecording (DVD)] / Touchstone Pictures in association with Silver Screen Partners IV ; an Arnon Milchan production ; a Garry Marshall film ; written by J.F. Lawton ; produced by Arnon Milchan, Steven Reuther ; directed by Garry Marshall.",W DVD 284 2005,0201609428333,Lincoln Center--Quinn Library,AV
"Pride and prejudice [videorecording (DVD)] / a co-production of BBC Television and BBC Worldwide Americas, Inc. in association with A&E Network.",W DVD 943 V.1,0201606193633,Lincoln Center--Quinn Library,AV
"Pride and prejudice [videorecording (DVD)] / a co-production of BBC Television and BBC Worldwide Americas, Inc. in association with A&E Network.",W DVD 943 V.1,0201608221358,Lincoln Center--Quinn Library,AV
"Pride and prejudice [videorecording (DVD)] / a co-production of BBC Television and BBC Worldwide Americas, Inc. in association with A&E Network.",W DVD 943 V.2,0201606193641,Lincoln Center--Quinn Library,AV
"Pride and prejudice [videorecording (DVD)] / a co-production of BBC Television and BBC Worldwide Americas, Inc. in association with A&E Network.",W DVD 943 V.2,0201608221366,Lincoln Center--Quinn Library,AV
The prime of Miss Jean Brodie [videorecording (DVD)] / Twentieth Century Fox presents ; produced by Robert Fryer ; screenplay by Jay Presson Allen ; directed by Ronald Neame.,W DVD 2152,0201608222364,Lincoln Center--Quinn Library,AV
The prime of Miss Jean Brodie [videorecording (DVD)] / Twentieth Century Fox presents ; produced by Robert Fryer ; screenplay by Jay Presson Allen ; directed by Ronald Neame.,W DVD 2152,0201606838716,Lincoln Center--Quinn Library,AV
"Prince Igor [videorecording (DVD)] : opera in four acts with prologue / by Alexander Porfierevich Borodin ; libretto by Alexander Porfierevich Borodin, based on The song of Igor's campaign ; directed for the stage by Yevgeny Sokovnin, Irkin Sabitov.",W DVD 6960 V.1,0201607944810,Lincoln Center--Quinn Library,AV
"Prince Igor [videorecording (DVD)] : opera in four acts with prologue / by Alexander Porfierevich Borodin ; libretto by Alexander Porfierevich Borodin, based on The song of Igor's campaign ; directed for the stage by Yevgeny Sokovnin, Irkin Sabitov.",W DVD 6960 V.1,0201608539106,Lincoln Center--Quinn Library,AV
"Prince Igor [videorecording (DVD)] : opera in four acts with prologue / by Alexander Porfierevich Borodin ; libretto by Alexander Porfierevich Borodin, based on The song of Igor's campaign ; directed for the stage by Yevgeny Sokovnin, Irkin Sabitov.",W DVD 6960 V.1,0201609490374,Lincoln Center--Quinn Library,AV
"Prince Igor [videorecording (DVD)] : opera in four acts with prologue / by Alexander Porfierevich Borodin ; libretto by Alexander Porfierevich Borodin, based on The song of Igor's campaign ; directed for the stage by Yevgeny Sokovnin, Irkin Sabitov.",W DVD 6960 V.2,0201607944828,Lincoln Center--Quinn Library,AV
"Prince Igor [videorecording (DVD)] : opera in four acts with prologue / by Alexander Porfierevich Borodin ; libretto by Alexander Porfierevich Borodin, based on The song of Igor's campaign ; directed for the stage by Yevgeny Sokovnin, Irkin Sabitov.",W DVD 6960 V.2,0201608539114,Lincoln Center--Quinn Library,AV
"Prince Igor [videorecording (DVD)] : opera in four acts with prologue / by Alexander Porfierevich Borodin ; libretto by Alexander Porfierevich Borodin, based on The song of Igor's campaign ; directed for the stage by Yevgeny Sokovnin, Irkin Sabitov.",W DVD 6960 V.2,0201609490382,Lincoln Center--Quinn Library,AV
"Princesas [videorecording (DVD)] / the Weinstein Company ; una producción de Reposado y Mediapro ; con la participación de Antena 3, Canal+ España ; producida por Fernando León de Aranoa, Jaume Roures ; escrita y dirigida por Fernando León de Aranoa.",W DVD 8747,0201608261842,Lincoln Center--Quinn Library,AV
"Princesas [videorecording (DVD)] / the Weinstein Company ; una producción de Reposado y Mediapro ; con la participación de Antena 3, Canal+ España ; producida por Fernando León de Aranoa, Jaume Roures ; escrita y dirigida por Fernando León de Aranoa.",W DVD 8747,0201608261859,Lincoln Center--Quinn Library,AV
La prise de pouvoir par Louis XIV [videorecording (DVD)] / scénario de Philippe Erlanger ; adaptation et dialogues de Jean Gruault ; un film Roberto Rossellini.,W DVD 9878,0201608534909,Lincoln Center--Quinn Library,AV
La prise de pouvoir par Louis XIV [videorecording (DVD)] / scénario de Philippe Erlanger ; adaptation et dialogues de Jean Gruault ; un film Roberto Rossellini.,W DVD 9878,0201608726216,Lincoln Center--Quinn Library,AV
"La promesse [videorecording (DVD)] / Films du Fleuve, Samsa Film, RTBF, Canal+ ; a film by Luc and Jean-Pierre Dardenne.",W DVD 3443,0201607093378,Lincoln Center--Quinn Library,AV
"La promesse [videorecording (DVD)] / Films du Fleuve, Samsa Film, RTBF, Canal+ ; a film by Luc and Jean-Pierre Dardenne.",W DVD 3443,0201606325946,Lincoln Center--Quinn Library,AV
"La promesse [videorecording (DVD)] / Films du Fleuve, Samsa Film, RTBF, Canal+ ; a film by Luc and Jean-Pierre Dardenne.",W DVD 3443,0201606325938,Lincoln Center--Quinn Library,AV
"Prospero's books [videorecording (DVD)] : an adaptation of The Tempest by William Shakespeare / Allarts presents an Allarts-Cinéa/Camera One-Penta co-production ; in association with Elsevier Vendex Film, Film Four International, NHK Enterprises, Canal+, and VPRO Television ; produced by Kees Kasander ; directed by Peter Greenaway.","W DVD 12,932",0201609413160,Lincoln Center--Quinn Library,AV
"Prospero's books [videorecording (DVD)] : an adaptation of The Tempest by William Shakespeare / Allarts presents an Allarts-Cinéa/Camera One-Penta co-production ; in association with Elsevier Vendex Film, Film Four International, NHK Enterprises, Canal+, and VPRO Television ; produced by Kees Kasander ; directed by Peter Greenaway.","W DVD 12,932",0201609423342,Lincoln Center--Quinn Library,RESERV-EIC
"Pulp fiction [videorecording (DVD)] / Miramax Films presents a Band Apart and Jersey Films production ; a film by Quentin Tarantino ; co-executive producers, Bob Weinstein, Harvey Weinstein, Richard N. Gladstein ; executive producers, Danny DeVito, Michael Shamberg, Stacey Sher ; stories by Quentin Tarantino & Roger Avary ; produced by Lawrence Bender ; written and directed by Quentin Tarantino.",W DVD 142 V. 2,0201606817488,Lincoln Center--Quinn Library,AV
"Pulp fiction [videorecording (DVD)] / Miramax Films presents a Band Apart and Jersey Films production ; a film by Quentin Tarantino ; co-executive producers, Bob Weinstein, Harvey Weinstein, Richard N. Gladstein ; executive producers, Danny DeVito, Michael Shamberg, Stacey Sher ; stories by Quentin Tarantino & Roger Avary ; produced by Lawrence Bender ; written and directed by Quentin Tarantino.",W DVD 142 V. 2,0201608438481,Lincoln Center--Quinn Library,RESERVE-LC
"Punch-drunk love [videorecording (DVD)] / Revolution Studios/New Line Cinema presents a Joanne Sellar/Ghoulardi Film Co. production ; produced by Joanne Sellar, Daniel Lupi and Paul Thomas Anderson ; written and directed by Paul Thomas Anderson.",W DVD 836 2003,0201606413254,Lincoln Center--Quinn Library,AV
"Punch-drunk love [videorecording (DVD)] / Revolution Studios/New Line Cinema presents a Joanne Sellar/Ghoulardi Film Co. production ; produced by Joanne Sellar, Daniel Lupi and Paul Thomas Anderson ; written and directed by Paul Thomas Anderson.",W DVD 836 2003,0201606319618,Lincoln Center--Quinn Library,AV
Pushover [videorecording (DVD)] / [presented by] Columbia Pictures ; screen play by Roy Huggins ; produced by Jules Schermer ; directed by Richard Quine.,"W DVD 10,985 DISC 2",0201609492800,Lincoln Center--Quinn Library,AV
Pushover [videorecording (DVD)] / [presented by] Columbia Pictures ; screen play by Roy Huggins ; produced by Jules Schermer ; directed by Richard Quine.,"W DVD 10,985 DISC 2",0201609170000,Lincoln Center--Quinn Library,AV
"Le quai des brumes [videorecording (DVD)] = Port of shadows / Janus Films, Studio Canal, Films Osso ; une production Ciné-Alliance, un film de Marcel Carné ; [producer, Grégor Rabinovitch] ; scénario et dialogue de Jacques Prévert.",W DVD 1481,0201608368050,Lincoln Center--Quinn Library,AV
"Le quai des brumes [videorecording (DVD)] = Port of shadows / Janus Films, Studio Canal, Films Osso ; une production Ciné-Alliance, un film de Marcel Carné ; [producer, Grégor Rabinovitch] ; scénario et dialogue de Jacques Prévert.",W DVD 1481,0201606328684,Lincoln Center--Quinn Library,AV
"Les quatre cents coups [videorecording (DVD)] = The 400 blows / scénario de François Truffaut ; adaptation de M. Moussy et F. Truffaut ; dialogues de Marcel Moussy ; mise in scène de François Truffaut ; une co-production S.E.D.I.F., Les Films du carrosse.",W DVD 5516,0201607122557,Lincoln Center--Quinn Library,AV
"Que la bête meure [videorecording (DVD)] = This man must die / Emmanuel L. Wolf presents an Allied Artists film ; un film de Claude Chabrol ; écrit par Paul Gégauff ; produced by André Genoves ; une co-production Franco-Italienne Les Films la Boetie, Rizzoli Film.",W DVD 967,0201606203689,Lincoln Center--Quinn Library,AV
"Que la bête meure [videorecording (DVD)] = This man must die / Emmanuel L. Wolf presents an Allied Artists film ; un film de Claude Chabrol ; écrit par Paul Gégauff ; produced by André Genoves ; une co-production Franco-Italienne Les Films la Boetie, Rizzoli Film.",W DVD 967,0201607760349,Lincoln Center--Quinn Library,AV
"The question of God [videorecording (DVD)] : Sigmund Freud & C.S. Lewis / a production of Tatge-Lasseur Productions in association with WGBH and Walden Media ; producer and director, Catherine Tatge ; producer, Dominique Lasseur.",W DVD 3405,0201607092495,Lincoln Center--Quinn Library,AV
"The question of God [videorecording (DVD)] : Sigmund Freud & C.S. Lewis / a production of Tatge-Lasseur Productions in association with WGBH and Walden Media ; producer and director, Catherine Tatge ; producer, Dominique Lasseur.",W DVD 3405,0201608104356,Lincoln Center--Quinn Library,AV
"Raging bull [videorecording (DVD)] / United Artists ; a Robert Chartoff-Irwin Winkler production ; a Martin Scorsese film ; produced in association with Peter Savage ; screenplay by Paul Schrader and Mardik Martin ; producers, Robert Chartoff and Irwin Winkler ; director, Martin Scorsese.",W DVD 2702 V. 1,0201609114503,Lincoln Center--Quinn Library,AV
"Raging bull [videorecording (DVD)] / United Artists ; a Robert Chartoff-Irwin Winkler production ; a Martin Scorsese film ; produced in association with Peter Savage ; screenplay by Paul Schrader and Mardik Martin ; producers, Robert Chartoff and Irwin Winkler ; director, Martin Scorsese.",W DVD 2702 V. 1,0201609411727,Lincoln Center--Quinn Library,AV
"Raging bull [videorecording (DVD)] / United Artists ; a Robert Chartoff-Irwin Winkler production ; a Martin Scorsese film ; produced in association with Peter Savage ; screenplay by Paul Schrader and Mardik Martin ; producers, Robert Chartoff and Irwin Winkler ; director, Martin Scorsese.",W DVD 2702 V. 2,0201609114511,Lincoln Center--Quinn Library,AV
"Raging bull [videorecording (DVD)] / United Artists ; a Robert Chartoff-Irwin Winkler production ; a Martin Scorsese film ; produced in association with Peter Savage ; screenplay by Paul Schrader and Mardik Martin ; producers, Robert Chartoff and Irwin Winkler ; director, Martin Scorsese.",W DVD 2702 V. 2,0201609411735,Lincoln Center--Quinn Library,AV
Railroaded [videorecording (DVD)] / Producers Releasing Corporation ; Ben Stoloff in charge of production ; screenplay by John C. Higgins ; produced by Charles F. Riesner ; directed by Anthony Mann.,W DVD 2465,0201606885899,Lincoln Center--Quinn Library,AV
Railroaded [videorecording (DVD)] / Producers Releasing Corporation ; Ben Stoloff in charge of production ; screenplay by John C. Higgins ; produced by Charles F. Riesner ; directed by Anthony Mann.,W DVD 2465,0201607845140,Lincoln Center--Quinn Library,AV
"Raising Victor Vargas [videorecording (DVD)] / a Studio Canal production in association with Forensic Films ; producers, Alain de la Mata, Peter Sollett, Robin O'Hara, Scott Macaulay ; written and directed by Peter Sollett.",W DVD 4090,0201607237488,Lincoln Center--Quinn Library,AV
"Raising Victor Vargas [videorecording (DVD)] / a Studio Canal production in association with Forensic Films ; producers, Alain de la Mata, Peter Sollett, Robin O'Hara, Scott Macaulay ; written and directed by Peter Sollett.",W DVD 4090,0201605784770,Lincoln Center--Quinn Library,RESERVE-LC
"Rashōmon [videorecording (DVD)] / [Daiei Co. ; directed by Akira Kurosawa ; scenario by Akira Kurosawa, Shinobu Hashimoto ; produced by Jingo Minoura].",W DVD 983,0201606329195,Lincoln Center--Quinn Library,AV
"Rashōmon [videorecording (DVD)] / [Daiei Co. ; directed by Akira Kurosawa ; scenario by Akira Kurosawa, Shinobu Hashimoto ; produced by Jingo Minoura].",W DVD 983,0201606203465,Lincoln Center--Quinn Library,AV
"Ratatouille [videorecording (DVD)] / Walt Disney Pictures presents ; a Pixar Animation Studios film ; screenwriter and director, Brad Bird ; produced by Brad Lewis.",W DVD 7686,0201608072314,Lincoln Center--Quinn Library,AV
"Ratatouille [videorecording (DVD)] / Walt Disney Pictures presents ; a Pixar Animation Studios film ; screenwriter and director, Brad Bird ; produced by Brad Lewis.",W DVD 7686,0201608539726,Lincoln Center--Quinn Library,AV
Le rayon vert [videorecording (DVD)] = Summer / Les Films du Losange ; [produit par] Margaret Menegoz ; [écrit et dirigé par] Eric Rohmer.,W DVD 2787,0201606906042,Lincoln Center--Quinn Library,AV
Le rayon vert [videorecording (DVD)] = Summer / Les Films du Losange ; [produit par] Margaret Menegoz ; [écrit et dirigé par] Eric Rohmer.,W DVD 2787,0201608071167,Lincoln Center--Quinn Library,AV
Reading rockets [videorecording (DVD)] : launching young readers / [produced by WETA].,"W DVD 11,578",0201609109693,Lincoln Center--Quinn Library,AV
Reading rockets [videorecording (DVD)] : launching young readers / [produced by WETA].,"W DVD 11,578",0201609109701,Lincoln Center--Quinn Library,AV
Reading rockets [videorecording (DVD)] : launching young readers / [produced by WETA].,"W DVD 11,578",0201609109719,Lincoln Center--Quinn Library,AV
Alfred Hitchcock's rear window [videorecording (DVD)] / a Paramount Pictures release ; produced by Alfred Hitchcock ; screenplay by John Michael Hayes ; directed by Alfred Hitchcock.,W DVD 3688 V.4,0201606816019,Lincoln Center--Quinn Library,AV
Alfred Hitchcock's rear window [videorecording (DVD)] / a Paramount Pictures release ; produced by Alfred Hitchcock ; screenplay by John Michael Hayes ; directed by Alfred Hitchcock.,W DVD 3688 V.4,0201606321184,Lincoln Center--Quinn Library,AV
Rebecca of Sunnybrook Farm [videorecording (DVD)].,W DVD 4132,0201607237892,Lincoln Center--Quinn Library,AV
Rebecca of Sunnybrook Farm [videorecording (DVD)].,W DVD 4132,0201608261404,Lincoln Center--Quinn Library,AV
Rebel without a cause [videorecording (DVD)] / Warner Bros. Pictures presents ; a Warner Bros.-First National picture ; screen play by Stewart Stern ; adaptation by Irving Shulman from a story by Nicholas Ray ; produced by David Weisbart ; directed by Nicholas Ray.,W DVD 801 2005 V.1,0201606967390,Lincoln Center--Quinn Library,AV
Rebel without a cause [videorecording (DVD)] / Warner Bros. Pictures presents ; a Warner Bros.-First National picture ; screen play by Stewart Stern ; adaptation by Irving Shulman from a story by Nicholas Ray ; produced by David Weisbart ; directed by Nicholas Ray.,W DVD 801 2005 V.2,0201606967408,Lincoln Center--Quinn Library,AV
Rebel without a cause [videorecording (DVD)] / Warner Bros. Pictures presents ; a Warner Bros.-First National picture ; screen play by Stewart Stern ; adaptation by Irving Shulman from a story by Nicholas Ray ; produced by David Weisbart ; directed by Nicholas Ray.,W DVD 801 2005 V.1,0201606333833,Lincoln Center--Quinn Library,AV
Rebel without a cause [videorecording (DVD)] / Warner Bros. Pictures presents ; a Warner Bros.-First National picture ; screen play by Stewart Stern ; adaptation by Irving Shulman from a story by Nicholas Ray ; produced by David Weisbart ; directed by Nicholas Ray.,W DVD 801 2005 V.2,0201606333825,Lincoln Center--Quinn Library,AV
The Red kimona [videorecording (DVD)] / [presented by] Mrs. Wallace Reid ; directed by Walter Lang ; adaptation by Dorothy Arzner.,W DVD 9079,0201608341958,Lincoln Center--Quinn Library,AV
The Red kimona [videorecording (DVD)] / [presented by] Mrs. Wallace Reid ; directed by Walter Lang ; adaptation by Dorothy Arzner.,W DVD 9079,0201608535138,Lincoln Center--Quinn Library,AV
"Red Riding Hood [videorecording (DVD)] / Warner Bros. Pictures presents ; an Appian Way production ; written by David Leslie Johnson ; produced by Jennifer Davisson Killoran, Leonardo DiCaprio, Julie Yorn ; directed by Catherine Hardwicke.","W DVD 12,321",0201609177211,Lincoln Center--Quinn Library,AV
"Red Riding Hood [videorecording (DVD)] / Warner Bros. Pictures presents ; an Appian Way production ; written by David Leslie Johnson ; produced by Jennifer Davisson Killoran, Leonardo DiCaprio, Julie Yorn ; directed by Catherine Hardwicke.","W DVD 12,321",0201609177641,Lincoln Center--Quinn Library,AV
"Reflections unheard [videorecording (DVD)] : Black women in civil rights / a film by Nevline Nnaji ; director, Nevline Nnaji ; Yello Kat Productions.","W DVD 13,811",0201609441260,Lincoln Center--Quinn Library,AV
"Reflections unheard [videorecording (DVD)] : Black women in civil rights / a film by Nevline Nnaji ; director, Nevline Nnaji ; Yello Kat Productions.","W DVD 13,811",0201609441336,Lincoln Center--Quinn Library,AV
The remains of the day [videorecording (DVD)] / Columbia Pictures.,W DVD 1057,0201606203986,Lincoln Center--Quinn Library,AV
The remains of the day [videorecording (DVD)] / Columbia Pictures.,W DVD 1057,0201609045079,Lincoln Center--Quinn Library,AV
Rent [videorecording (DVD)] / Revolution Studios presents in association with 1492 Pictures ; a Tribeca production ; a Chris Columbus film ; based on the musical by Jonathan Larson ; produced by Jane Rosenthal ... [et al.] ; screenplay by Stephen Chbosky ; directed by Chris Columbus.,W DVD 4269 V.1,0201607279340,Lincoln Center--Quinn Library,AV
Rent [videorecording (DVD)] / Revolution Studios presents in association with 1492 Pictures ; a Tribeca production ; a Chris Columbus film ; based on the musical by Jonathan Larson ; produced by Jane Rosenthal ... [et al.] ; screenplay by Stephen Chbosky ; directed by Chris Columbus.,W DVD 4269 V.1,0201611497672,Lincoln Center--Quinn Library,AV
Rent [videorecording (DVD)] / Revolution Studios presents in association with 1492 Pictures ; a Tribeca production ; a Chris Columbus film ; based on the musical by Jonathan Larson ; produced by Jane Rosenthal ... [et al.] ; screenplay by Stephen Chbosky ; directed by Chris Columbus.,W DVD 4269 V.2,0201607279357,Lincoln Center--Quinn Library,AV
Rent [videorecording (DVD)] / Revolution Studios presents in association with 1492 Pictures ; a Tribeca production ; a Chris Columbus film ; based on the musical by Jonathan Larson ; produced by Jane Rosenthal ... [et al.] ; screenplay by Stephen Chbosky ; directed by Chris Columbus.,W DVD 4269 V.2,0201611497680,Lincoln Center--Quinn Library,AV
"Resident alien [videorecording (DVD)] / Crisp City Productions, Inc. ; a film written, produced, and directed by Jonathan Nossiter.",W DVD 3409,0201607092917,Lincoln Center--Quinn Library,AV
